,gene_name
181,ENSG00000224116.6
182,ENSG00000232406.6
183,ENSG00000106351.12
184,ENSG00000104415.13
185,ENSG00000259802.1
186,ENSG00000114638.7
187,ENSG00000102878.15
188,ENSG00000138356.13
189,ENSG00000162415.6
190,ENSG00000178882.13
191,ENSG00000213977.7
192,ENSG00000108100.17
193,ENSG00000187266.13
194,ENSG00000103528.16
195,ENSG00000171729.13
196,ENSG00000196730.12
197,ENSG00000163040.14
198,ENSG00000198692.9
199,ENSG00000107105.14
200,ENSG00000272070.1
201,ENSG00000218426.5
202,ENSG00000131473.16
203,ENSG00000214784.4
204,ENSG00000197323.10
205,ENSG00000169100.12
206,ENSG00000065911.11
207,ENSG00000173805.15
208,ENSG00000139540.11
209,ENSG00000080224.17
210,ENSG00000006377.10
211,ENSG00000173698.17
212,ENSG00000157765.11
213,ENSG00000171044.10
214,ENSG00000181577.15
215,ENSG00000085871.8
216,ENSG00000138772.12
217,ENSG00000005882.11
218,ENSG00000260802.1
219,ENSG00000144847.12
220,ENSG00000173638.18
221,ENSG00000152977.9
222,ENSG00000138640.14
223,ENSG00000225880.5
224,ENSG00000170017.12
225,ENSG00000166128.12
226,ENSG00000250133.2
227,ENSG00000265188.1
228,ENSG00000259431.5
229,ENSG00000133872.13
230,ENSG00000071991.8
231,ENSG00000087338.4
232,ENSG00000135605.12
233,ENSG00000154316.14
234,ENSG00000172575.11
235,ENSG00000169989.2
236,ENSG00000236565.3
237,ENSG00000240990.9
238,ENSG00000203778.7
239,ENSG00000197705.9
240,ENSG00000154764.5
241,ENSG00000119411.10
242,ENSG00000138750.14
243,ENSG00000204338.8
244,ENSG00000226525.5
245,ENSG00000224958.5
246,ENSG00000162836.11
247,ENSG00000147724.11
248,ENSG00000130702.13
249,ENSG00000146243.13
250,ENSG00000135424.15
251,ENSG00000171126.7
252,ENSG00000258920.1
253,ENSG00000186675.6
254,ENSG00000125337.16
255,ENSG00000160602.13
256,ENSG00000256713.7
257,ENSG00000103495.13
258,ENSG00000257767.2
259,ENSG00000224596.7
260,ENSG00000181690.7
261,ENSG00000168421.12
262,ENSG00000136161.12
263,ENSG00000167397.14
264,ENSG00000174886.12
265,ENSG00000078674.17
266,ENSG00000175084.11
267,ENSG00000089472.16
268,ENSG00000223803.1
269,ENSG00000196616.12
270,ENSG00000198648.10
271,ENSG00000164122.8
272,ENSG00000073734.8
273,ENSG00000169499.14
274,ENSG00000171812.10
275,ENSG00000084734.8
276,ENSG00000183255.11
277,ENSG00000158555.14
278,ENSG00000074211.13
279,ENSG00000101115.12
280,ENSG00000259494.1
281,ENSG00000164867.10
282,ENSG00000198286.9
283,ENSG00000057593.13
284,ENSG00000164107.8
285,ENSG00000133800.8
286,ENSG00000247982.6
287,ENSG00000151883.16
288,ENSG00000117407.16
289,ENSG00000090530.9
290,ENSG00000067646.11
291,ENSG00000105672.14
292,ENSG00000174827.13
293,ENSG00000259353.1
294,ENSG00000231999.6
295,ENSG00000184363.9
296,ENSG00000133488.14
297,ENSG00000048545.13
298,ENSG00000185164.14
299,ENSG00000163162.8
300,ENSG00000232354.7
301,ENSG00000164124.10
302,ENSG00000170473.16
303,ENSG00000186862.17
304,ENSG00000165023.5
305,ENSG00000187118.12
306,ENSG00000106483.11
307,ENSG00000160182.2
308,ENSG00000186198.3
309,ENSG00000058729.10
310,ENSG00000178752.15
311,ENSG00000013583.8
312,ENSG00000121577.13
313,ENSG00000167526.13
314,ENSG00000271324.1
315,ENSG00000179673.4
316,ENSG00000125503.12
317,ENSG00000177301.13
318,ENSG00000241839.9
319,ENSG00000277010.1
320,ENSG00000173486.12
321,ENSG00000198807.12
322,ENSG00000177453.7
323,ENSG00000224511.1
324,ENSG00000047365.11
325,ENSG00000180660.7
326,ENSG00000158457.5
327,ENSG00000138669.9
328,ENSG00000143869.6
329,ENSG00000273352.1
330,ENSG00000276317.1
331,ENSG00000268896.1
332,ENSG00000111725.10
333,ENSG00000174469.17
334,ENSG00000130540.13
335,ENSG00000267323.1
336,ENSG00000118004.17
337,ENSG00000276408.1
338,ENSG00000170571.11
339,ENSG00000101144.12
340,ENSG00000110046.12
341,ENSG00000235121.1
342,ENSG00000156049.6
343,ENSG00000256694.1
344,ENSG00000007908.15
345,ENSG00000234335.1
346,ENSG00000012817.15
347,ENSG00000196091.12
348,ENSG00000100219.16
349,ENSG00000172137.18
350,ENSG00000118640.10
351,ENSG00000212993.4
352,ENSG00000229927.2
353,ENSG00000006756.15
354,ENSG00000124614.13
355,ENSG00000131400.7
356,ENSG00000074416.13
357,ENSG00000188747.8
358,ENSG00000121207.11
359,ENSG00000084453.16
360,ENSG00000226816.2
361,ENSG00000187908.15
362,ENSG00000042062.11
363,ENSG00000180176.14
364,ENSG00000227008.2
365,ENSG00000239246.3
366,ENSG00000225886.3
367,ENSG00000128710.5
368,ENSG00000213780.10
369,ENSG00000274877.1
370,ENSG00000204983.12
371,ENSG00000101463.5
372,ENSG00000142937.11
373,ENSG00000122870.11
374,ENSG00000269190.5
375,ENSG00000061273.17
376,ENSG00000204370.8
377,ENSG00000099904.15
378,ENSG00000197520.10
379,ENSG00000261236.5
380,ENSG00000163364.9
381,ENSG00000169188.4
382,ENSG00000240674.1
383,ENSG00000237517.8
384,ENSG00000138594.12
385,ENSG00000113296.14
386,ENSG00000164659.14
387,ENSG00000091129.19
388,ENSG00000103335.19
389,ENSG00000213225.7
390,ENSG00000170801.9
391,ENSG00000122852.14
392,ENSG00000119927.13
393,ENSG00000164309.14
394,ENSG00000157005.3
395,ENSG00000176153.11
396,ENSG00000111605.16
397,ENSG00000182195.7
398,ENSG00000120265.16
399,ENSG00000106772.17
400,ENSG00000074803.17
401,ENSG00000186918.13
402,ENSG00000146700.8
403,ENSG00000119777.18
404,ENSG00000160799.11
405,ENSG00000070404.9
406,ENSG00000124785.8
407,ENSG00000145779.7
408,ENSG00000198963.10
409,ENSG00000188312.13
410,ENSG00000129951.18
411,ENSG00000109832.12
412,ENSG00000060718.18
413,ENSG00000164778.4
414,ENSG00000172250.14
415,ENSG00000185742.6
416,ENSG00000131015.4
417,ENSG00000198873.11
418,ENSG00000257270.1
419,ENSG00000251209.7
420,ENSG00000178935.5
421,ENSG00000109667.11
422,ENSG00000280206.1
423,ENSG00000215548.2
424,ENSG00000280053.1
425,ENSG00000183454.13
426,ENSG00000242173.8
427,ENSG00000158560.14
428,ENSG00000205861.11
429,ENSG00000167619.11
430,ENSG00000106031.7
431,ENSG00000140093.9
432,ENSG00000150722.10
433,ENSG00000126453.9
434,ENSG00000213793.4
435,ENSG00000236008.1
436,ENSG00000179242.15
437,ENSG00000125872.7
438,ENSG00000170961.6
439,ENSG00000173267.13
440,ENSG00000151881.14
441,ENSG00000197971.14
442,ENSG00000106066.13
443,ENSG00000134827.7
444,ENSG00000164007.10
445,ENSG00000163083.5
446,ENSG00000253764.1
447,ENSG00000280079.1
448,ENSG00000108001.13
449,ENSG00000144048.10
450,ENSG00000131899.10
451,ENSG00000179862.6
452,ENSG00000198841.3
453,ENSG00000123144.10
454,ENSG00000143222.11
455,ENSG00000278189.1
456,ENSG00000135083.14
457,ENSG00000189212.12
458,ENSG00000139352.3
459,ENSG00000176396.9
460,ENSG00000164776.9
461,ENSG00000172301.10
462,ENSG00000076770.14
463,ENSG00000105568.17
464,ENSG00000227986.1
465,ENSG00000167769.4
466,ENSG00000070756.13
467,ENSG00000144524.17
468,ENSG00000261159.1
469,ENSG00000211937.3
470,ENSG00000154654.14
471,ENSG00000158315.10
472,ENSG00000176678.5
473,ENSG00000228223.2
474,ENSG00000164070.11
475,ENSG00000182551.13
476,ENSG00000234141.1
477,ENSG00000272732.1
478,ENSG00000176476.8
479,ENSG00000005700.14
480,ENSG00000186468.12
481,ENSG00000279821.1
482,ENSG00000004455.16
483,ENSG00000177406.4
484,ENSG00000217325.2
485,ENSG00000140090.17
486,ENSG00000128408.8
487,ENSG00000101222.12
488,ENSG00000081189.13
489,ENSG00000279822.1
490,ENSG00000033122.18
491,ENSG00000145730.20
492,ENSG00000213967.10
493,ENSG00000179855.5
494,ENSG00000226306.6
495,ENSG00000179593.15
496,ENSG00000118655.4
497,ENSG00000223361.5
498,ENSG00000002745.12
499,ENSG00000160183.13
500,ENSG00000057935.13
501,ENSG00000095383.19
502,ENSG00000167283.7
503,ENSG00000130312.6
504,ENSG00000196465.10
505,ENSG00000170421.11
506,ENSG00000125851.9
507,ENSG00000065923.9
508,ENSG00000137285.9
509,ENSG00000167653.4
510,ENSG00000261586.2
511,ENSG00000166974.12
512,ENSG00000258938.1
513,ENSG00000161082.12
514,ENSG00000162951.10
515,ENSG00000234840.1
516,ENSG00000267185.1
517,ENSG00000103044.10
518,ENSG00000173064.10
519,ENSG00000280179.1
520,ENSG00000149809.14
521,ENSG00000249274.1
522,ENSG00000268996.3
523,ENSG00000102837.6
524,ENSG00000111339.10
525,ENSG00000188730.4
526,ENSG00000150712.10
527,ENSG00000205795.4
528,ENSG00000186205.12
529,ENSG00000158825.5
530,ENSG00000136518.16
531,ENSG00000115355.15
532,ENSG00000100985.7
533,ENSG00000157693.14
534,ENSG00000237857.2
535,ENSG00000164815.10
536,ENSG00000170417.14
537,ENSG00000151327.12
538,ENSG00000276075.1
539,ENSG00000275183.1
540,ENSG00000274600.1
541,ENSG00000230438.6
542,ENSG00000197283.12
543,ENSG00000261684.1
544,ENSG00000137648.16
545,ENSG00000105379.9
546,ENSG00000169105.7
547,ENSG00000175984.14
548,ENSG00000256745.1
549,ENSG00000166562.8
550,ENSG00000102221.13
551,ENSG00000125354.22
552,ENSG00000120709.10
553,ENSG00000158104.11
554,ENSG00000196684.12
555,ENSG00000130881.13
556,ENSG00000185499.16
557,ENSG00000226287.7
558,ENSG00000086548.8
559,ENSG00000198618.5
560,ENSG00000163687.13
561,ENSG00000250033.5
562,ENSG00000261040.6
563,ENSG00000223486.1
564,ENSG00000159640.14
565,ENSG00000153902.13
566,ENSG00000136603.13
567,ENSG00000010327.10
568,ENSG00000124466.8
569,ENSG00000140948.11
570,ENSG00000165246.12
571,ENSG00000088808.16
572,ENSG00000072506.12
573,ENSG00000147535.16
574,ENSG00000153802.11
575,ENSG00000171314.8
576,ENSG00000128567.16
577,ENSG00000225614.2
578,ENSG00000133328.3
579,ENSG00000120903.10
580,ENSG00000182175.13
581,ENSG00000185201.16
582,ENSG00000232040.2
583,ENSG00000111799.20
584,ENSG00000178761.14
585,ENSG00000227376.1
586,ENSG00000187848.12
587,ENSG00000184058.12
588,ENSG00000228300.13
589,ENSG00000164434.11
590,ENSG00000175193.12
591,ENSG00000165066.12
592,ENSG00000055118.14
593,ENSG00000257542.4
594,ENSG00000135744.7
595,ENSG00000153002.11
596,ENSG00000150594.6
597,ENSG00000134996.11
598,ENSG00000280035.1
599,ENSG00000206737.1
600,ENSG00000219607.3
601,ENSG00000119771.14
602,ENSG00000124702.17
603,ENSG00000146013.10
604,ENSG00000254290.1
605,ENSG00000102543.14
606,ENSG00000172955.17
607,ENSG00000219891.2
608,ENSG00000068971.13
609,ENSG00000046651.14
610,ENSG00000005249.12
611,ENSG00000255399.3
612,ENSG00000103507.13
613,ENSG00000278966.2
614,ENSG00000126216.12
615,ENSG00000115828.15
616,ENSG00000112893.9
617,ENSG00000223414.2
618,ENSG00000204196.5
619,ENSG00000179300.3
620,ENSG00000157315.4
621,ENSG00000257337.6
622,ENSG00000226360.5
623,ENSG00000276115.1
624,ENSG00000116574.5
625,ENSG00000084636.17
626,ENSG00000158055.15
627,ENSG00000248643.5
628,ENSG00000182771.17
629,ENSG00000279406.1
630,ENSG00000135930.13
631,ENSG00000164627.17
632,ENSG00000267745.1
633,ENSG00000180855.15
634,ENSG00000139324.11
635,ENSG00000271584.1
636,ENSG00000230521.1
637,ENSG00000259287.2
638,ENSG00000119121.21
639,ENSG00000179083.6
640,ENSG00000198788.8
641,ENSG00000183166.10
642,ENSG00000267505.1
643,ENSG00000125967.16
644,ENSG00000115850.9
645,ENSG00000197757.7
646,ENSG00000147003.5
647,ENSG00000111452.12
648,ENSG00000189051.5
649,ENSG00000183935.5
650,ENSG00000206567.9
651,ENSG00000162643.12
652,ENSG00000170477.12
653,ENSG00000141668.9
654,ENSG00000266010.1
655,ENSG00000159674.11
656,ENSG00000115523.16
657,ENSG00000186369.9
658,ENSG00000243364.7
659,ENSG00000179965.11
660,ENSG00000171262.11
661,ENSG00000261488.1
662,ENSG00000235565.1
663,ENSG00000179799.8
664,ENSG00000173786.16
665,ENSG00000166183.15
666,ENSG00000279413.1
667,ENSG00000133302.12
668,ENSG00000198839.9
669,ENSG00000047230.14
670,ENSG00000280119.1
671,ENSG00000231290.5
672,ENSG00000250273.1
673,ENSG00000176473.13
674,ENSG00000128652.11
675,ENSG00000198680.4
676,ENSG00000175463.11
677,ENSG00000135111.14
678,ENSG00000130811.10
679,ENSG00000261758.1
680,ENSG00000120875.8
681,ENSG00000167749.11
682,ENSG00000170231.15
683,ENSG00000126500.3
684,ENSG00000067048.16
685,ENSG00000072657.8
686,ENSG00000272501.1
687,ENSG00000244486.7
688,ENSG00000112837.16
689,ENSG00000129675.15
690,ENSG00000279675.1
691,ENSG00000158856.17
692,ENSG00000232973.11
693,ENSG00000177181.14
694,ENSG00000079689.13
695,ENSG00000104177.17
696,ENSG00000133937.4
697,ENSG00000168477.17
698,ENSG00000213938.3
699,ENSG00000189046.10
700,ENSG00000077097.13
701,ENSG00000233864.7
702,ENSG00000142544.6
703,ENSG00000130347.12
704,ENSG00000134690.10
705,ENSG00000180211.5
706,ENSG00000168497.4
707,ENSG00000132746.14
708,ENSG00000173334.3
709,ENSG00000149489.8
710,ENSG00000186009.4
711,ENSG00000101213.6
712,ENSG00000264299.1
713,ENSG00000109689.14
714,ENSG00000125818.17
715,ENSG00000132932.16
716,ENSG00000256039.1
717,ENSG00000095380.10
718,ENSG00000132510.10
719,ENSG00000140274.13
720,ENSG00000024526.16
721,ENSG00000204209.10
722,ENSG00000100336.17
723,ENSG00000232692.1
724,ENSG00000231419.6
725,ENSG00000241553.12
726,ENSG00000073008.14
727,ENSG00000175274.18
728,ENSG00000279549.1
729,ENSG00000166949.15
730,ENSG00000123505.14
731,ENSG00000228784.7
732,ENSG00000197582.5
733,ENSG00000138031.14
734,ENSG00000147117.7
735,ENSG00000143387.12
736,ENSG00000135052.16
737,ENSG00000167077.12
738,ENSG00000072041.16
739,ENSG00000106804.7
740,ENSG00000177096.8
741,ENSG00000084093.15
742,ENSG00000223496.2
743,ENSG00000168874.12
744,ENSG00000188373.4
745,ENSG00000134247.9
746,ENSG00000034713.7
747,ENSG00000213171.2
748,ENSG00000087008.15
749,ENSG00000111052.7
750,ENSG00000232934.7
751,ENSG00000134243.11
752,ENSG00000163377.14
753,ENSG00000161642.17
754,ENSG00000249264.1
755,ENSG00000270885.1
756,ENSG00000139263.11
757,ENSG00000234337.4
758,ENSG00000124172.9
759,ENSG00000183091.19
760,ENSG00000275688.4
761,ENSG00000142515.14
762,ENSG00000153404.13
763,ENSG00000125810.9
764,ENSG00000262655.3
765,ENSG00000236819.1
766,ENSG00000137714.2
767,ENSG00000280194.1
768,ENSG00000100599.15
769,ENSG00000240225.10
770,ENSG00000104081.13
771,ENSG00000198355.4
772,ENSG00000158258.15
773,ENSG00000257207.5
774,ENSG00000179776.17
775,ENSG00000115977.18
776,ENSG00000103145.10
777,ENSG00000269374.1
778,ENSG00000232677.6
779,ENSG00000147257.13
780,ENSG00000172771.11
781,ENSG00000238005.2
782,ENSG00000108819.10
783,ENSG00000121068.13
784,ENSG00000151689.12
785,ENSG00000137273.3
786,ENSG00000281383.1
787,ENSG00000167183.2
788,ENSG00000149970.14
789,ENSG00000071282.11
790,ENSG00000089101.17
791,ENSG00000136068.14
792,ENSG00000178764.7
793,ENSG00000270948.1
794,ENSG00000019485.12
795,ENSG00000269600.1
796,ENSG00000215014.4
797,ENSG00000140807.5
798,ENSG00000153930.10
799,ENSG00000186469.8
800,ENSG00000181234.9
801,ENSG00000196209.12
802,ENSG00000137309.19
803,ENSG00000183690.12
804,ENSG00000196932.11
805,ENSG00000107485.15
806,ENSG00000260083.1
807,ENSG00000144736.13
808,ENSG00000115944.14
809,ENSG00000164037.16
810,ENSG00000165300.7
811,ENSG00000246089.3
812,ENSG00000100285.9
813,ENSG00000244752.2
814,ENSG00000198546.14
815,ENSG00000136048.13
816,ENSG00000107719.8
817,ENSG00000091986.15
818,ENSG00000042832.11
819,ENSG00000115295.19
820,ENSG00000267034.1
821,ENSG00000227110.6
822,ENSG00000183778.17
823,ENSG00000136267.13
824,ENSG00000126895.13
825,ENSG00000154146.12
826,ENSG00000099937.10
827,ENSG00000132164.9
828,ENSG00000132259.12
829,ENSG00000222033.1
830,ENSG00000114854.7
831,ENSG00000165914.14
832,ENSG00000131037.14
833,ENSG00000154144.12
834,ENSG00000262691.1
835,ENSG00000267412.1
836,ENSG00000135697.9
837,ENSG00000278869.1
838,ENSG00000105402.7
839,ENSG00000103254.9
840,ENSG00000071073.12
841,ENSG00000075673.11
842,ENSG00000094755.16
843,ENSG00000122694.15
844,ENSG00000124205.15
845,ENSG00000136997.14
846,ENSG00000102271.13
847,ENSG00000240338.5
848,ENSG00000277159.1
849,ENSG00000130726.11
850,ENSG00000269994.1
851,ENSG00000162639.15
852,ENSG00000260314.2
853,ENSG00000198911.11
854,ENSG00000230082.1
855,ENSG00000156453.13
856,ENSG00000069702.10
857,ENSG00000139597.16
858,ENSG00000170955.9
859,ENSG00000163069.12
860,ENSG00000205037.2
861,ENSG00000159409.14
862,ENSG00000198851.9
863,ENSG00000122966.13
864,ENSG00000173114.12
865,ENSG00000145757.15
866,ENSG00000160325.14
867,ENSG00000225342.2
868,ENSG00000135063.17
869,ENSG00000196724.12
870,ENSG00000178573.6
871,ENSG00000240207.6
872,ENSG00000021300.13
873,ENSG00000196388.8
874,ENSG00000272235.1
875,ENSG00000166441.12
876,ENSG00000188580.13
877,ENSG00000105989.8
878,ENSG00000269356.1
879,ENSG00000173714.7
880,ENSG00000008988.9
881,ENSG00000166845.13
882,ENSG00000067798.13
883,ENSG00000102802.9
884,ENSG00000225093.1
885,ENSG00000111344.11
886,ENSG00000182397.14
887,ENSG00000162630.5
888,ENSG00000187957.7
889,ENSG00000234851.4
890,ENSG00000272518.1
891,ENSG00000175356.12
892,ENSG00000133636.10
893,ENSG00000213260.3
894,ENSG00000206195.10
895,ENSG00000062038.13
896,ENSG00000243069.7
897,ENSG00000102390.10
898,ENSG00000118513.18
899,ENSG00000135069.13
900,ENSG00000272043.1
901,ENSG00000144040.12
902,ENSG00000267026.5
903,ENSG00000137463.4
904,ENSG00000103490.13
905,ENSG00000129255.14
906,ENSG00000186081.11
907,ENSG00000184588.17
908,ENSG00000263400.6
909,ENSG00000235109.7
910,ENSG00000235330.2
911,ENSG00000224592.5
912,ENSG00000279692.1
913,ENSG00000123200.16
914,ENSG00000250327.1
915,ENSG00000231560.1
916,ENSG00000106078.17
917,ENSG00000267152.1
918,ENSG00000175928.5
919,ENSG00000213866.3
920,ENSG00000119326.14
921,ENSG00000112576.12
922,ENSG00000182022.17
923,ENSG00000238122.1
924,ENSG00000127074.14
925,ENSG00000151778.10
926,ENSG00000151360.9
927,ENSG00000259803.6
928,ENSG00000211448.11
929,ENSG00000231367.5
930,ENSG00000128609.14
931,ENSG00000102054.17
932,ENSG00000100418.7
933,ENSG00000167074.14
934,ENSG00000100139.13
935,ENSG00000173482.16
936,ENSG00000189337.15
937,ENSG00000113555.5
938,ENSG00000181449.3
939,ENSG00000275152.4
940,ENSG00000139194.7
941,ENSG00000112812.15
942,ENSG00000225951.1
943,ENSG00000245080.5
944,ENSG00000261668.1
945,ENSG00000280165.1
946,ENSG00000244239.1
947,ENSG00000229859.8
948,ENSG00000089220.4
949,ENSG00000167759.12
950,ENSG00000116882.14
951,ENSG00000116525.13
952,ENSG00000245532.5
953,ENSG00000164047.4
954,ENSG00000178531.5
955,ENSG00000163521.15
956,ENSG00000236393.1
957,ENSG00000134202.10
958,ENSG00000106278.11
959,ENSG00000267882.2
960,ENSG00000186642.15
961,ENSG00000107833.10
962,ENSG00000112773.15
963,ENSG00000151224.12
964,ENSG00000122121.10
965,ENSG00000111252.10
966,ENSG00000272256.1
967,ENSG00000239779.6
968,ENSG00000183723.12
969,ENSG00000109572.13
970,ENSG00000270055.1
971,ENSG00000196371.3
972,ENSG00000166897.14
973,ENSG00000100422.13
974,ENSG00000263961.6
975,ENSG00000162337.11
976,ENSG00000121851.12
977,ENSG00000134215.15
978,ENSG00000280032.1
979,ENSG00000160097.15
980,ENSG00000134443.9
981,ENSG00000110848.8
982,ENSG00000149090.11
983,ENSG00000104722.13
984,ENSG00000136720.6
985,ENSG00000110092.3
986,ENSG00000233765.1
987,ENSG00000246877.1
988,ENSG00000225345.3
989,ENSG00000224578.4
990,ENSG00000168453.14
991,ENSG00000068078.17
992,ENSG00000104365.13
993,ENSG00000270362.1
994,ENSG00000104765.14
995,ENSG00000162881.6
996,ENSG00000127325.18
997,ENSG00000175591.11
998,ENSG00000110427.14
999,ENSG00000088356.5
1000,ENSG00000183691.4
1001,ENSG00000105829.11
1002,ENSG00000111276.10
1003,ENSG00000047648.21
1004,ENSG00000107672.14
1005,ENSG00000107745.16
1006,ENSG00000125170.10
1007,ENSG00000251632.1
1008,ENSG00000004866.18
1009,ENSG00000170889.13
1010,ENSG00000135362.13
1011,ENSG00000168140.4
1012,ENSG00000250343.1
1013,ENSG00000108176.14
1014,ENSG00000223518.5
1015,ENSG00000214535.3
1016,ENSG00000186732.13
1017,ENSG00000239306.4
1018,ENSG00000134574.11
1019,ENSG00000161270.19
1020,ENSG00000196476.11
1021,ENSG00000267583.5
1022,ENSG00000156076.9
1023,ENSG00000172478.17
1024,ENSG00000112078.13
1025,ENSG00000138814.16
1026,ENSG00000158717.10
1027,ENSG00000149256.14
1028,ENSG00000078246.15
1029,ENSG00000225905.1
1030,ENSG00000115602.16
1031,ENSG00000198088.10
1032,ENSG00000228274.3
1033,ENSG00000133027.17
1034,ENSG00000177202.2
1035,ENSG00000101197.12
1036,ENSG00000106537.7
1037,ENSG00000205436.7
1038,ENSG00000272690.5
1039,ENSG00000129450.8
1040,ENSG00000125775.14
1041,ENSG00000184381.18
1042,ENSG00000167874.6
1043,ENSG00000105855.9
1044,ENSG00000114735.9
1045,ENSG00000235098.8
1046,ENSG00000249816.6
1047,ENSG00000121542.11
1048,ENSG00000118473.21
1049,ENSG00000229204.3
1050,ENSG00000123104.11
1051,ENSG00000155189.11
1052,ENSG00000211679.2
1053,ENSG00000168065.15
1054,ENSG00000146966.12
1055,ENSG00000137802.13
1056,ENSG00000100314.3
1057,ENSG00000165186.10
1058,ENSG00000189420.8
1059,ENSG00000132964.11
1060,ENSG00000176753.5
1061,ENSG00000168679.17
1062,ENSG00000276160.1
1063,ENSG00000272031.2
1064,ENSG00000197893.13
1065,ENSG00000147862.14
1066,ENSG00000147050.14
1067,ENSG00000224531.5
1068,ENSG00000126254.11
1069,ENSG00000130829.17
