,gene_name
181,ENSG00000224116.6
182,ENSG00000232406.6
183,ENSG00000106351.12
184,ENSG00000104415.13
185,ENSG00000259802.1
186,ENSG00000114638.7
187,ENSG00000102878.15
188,ENSG00000138356.13
189,ENSG00000162415.6
190,ENSG00000178882.13
191,ENSG00000213977.7
192,ENSG00000108100.17
193,ENSG00000187266.13
194,ENSG00000103528.16
195,ENSG00000171729.13
196,ENSG00000196730.12
197,ENSG00000163040.14
198,ENSG00000198692.9
199,ENSG00000107105.14
200,ENSG00000272070.1
201,ENSG00000218426.5
202,ENSG00000131473.16
203,ENSG00000214784.4
204,ENSG00000197323.10
205,ENSG00000169100.12
206,ENSG00000065911.11
207,ENSG00000173805.15
208,ENSG00000139540.11
209,ENSG00000080224.17
210,ENSG00000006377.10
211,ENSG00000173698.17
212,ENSG00000157765.11
213,ENSG00000171044.10
214,ENSG00000181577.15
215,ENSG00000085871.8
216,ENSG00000138772.12
217,ENSG00000005882.11
218,ENSG00000260802.1
219,ENSG00000144847.12
220,ENSG00000173638.18
221,ENSG00000152977.9
222,ENSG00000138640.14
223,ENSG00000225880.5
224,ENSG00000170017.12
225,ENSG00000166128.12
226,ENSG00000250133.2
227,ENSG00000265188.1
228,ENSG00000259431.5
229,ENSG00000133872.13
230,ENSG00000071991.8
231,ENSG00000087338.4
232,ENSG00000135605.12
233,ENSG00000154316.14
234,ENSG00000172575.11
235,ENSG00000169989.2
236,ENSG00000236565.3
237,ENSG00000240990.9
238,ENSG00000203778.7
239,ENSG00000197705.9
240,ENSG00000154764.5
241,ENSG00000119411.10
242,ENSG00000138750.14
243,ENSG00000204338.8
244,ENSG00000226525.5
245,ENSG00000224958.5
246,ENSG00000162836.11
247,ENSG00000147724.11
248,ENSG00000130702.13
249,ENSG00000146243.13
250,ENSG00000135424.15
251,ENSG00000171126.7
252,ENSG00000258920.1
253,ENSG00000186675.6
254,ENSG00000125337.16
255,ENSG00000160602.13
256,ENSG00000256713.7
257,ENSG00000103495.13
258,ENSG00000257767.2
259,ENSG00000224596.7
260,ENSG00000181690.7
261,ENSG00000168421.12
262,ENSG00000136161.12
263,ENSG00000167397.14
264,ENSG00000174886.12
265,ENSG00000078674.17
266,ENSG00000175084.11
267,ENSG00000089472.16
268,ENSG00000223803.1
269,ENSG00000196616.12
270,ENSG00000198648.10
271,ENSG00000164122.8
272,ENSG00000073734.8
273,ENSG00000169499.14
274,ENSG00000171812.10
275,ENSG00000084734.8
276,ENSG00000183255.11
277,ENSG00000158555.14
278,ENSG00000074211.13
279,ENSG00000101115.12
280,ENSG00000259494.1
281,ENSG00000164867.10
282,ENSG00000198286.9
283,ENSG00000057593.13
284,ENSG00000164107.8
285,ENSG00000133800.8
286,ENSG00000247982.6
287,ENSG00000151883.16
288,ENSG00000117407.16
289,ENSG00000090530.9
290,ENSG00000067646.11
291,ENSG00000105672.14
292,ENSG00000174827.13
293,ENSG00000259353.1
294,ENSG00000231999.6
295,ENSG00000184363.9
296,ENSG00000133488.14
297,ENSG00000048545.13
298,ENSG00000185164.14
299,ENSG00000163162.8
300,ENSG00000232354.7
301,ENSG00000164124.10
302,ENSG00000170473.16
303,ENSG00000186862.17
304,ENSG00000165023.5
305,ENSG00000187118.12
306,ENSG00000106483.11
307,ENSG00000160182.2
308,ENSG00000186198.3
309,ENSG00000058729.10
310,ENSG00000178752.15
311,ENSG00000013583.8
312,ENSG00000121577.13
313,ENSG00000167526.13
314,ENSG00000271324.1
315,ENSG00000179673.4
316,ENSG00000125503.12
317,ENSG00000177301.13
318,ENSG00000241839.9
319,ENSG00000277010.1
320,ENSG00000173486.12
321,ENSG00000198807.12
322,ENSG00000177453.7
323,ENSG00000224511.1
324,ENSG00000047365.11
325,ENSG00000180660.7
326,ENSG00000158457.5
327,ENSG00000138669.9
328,ENSG00000143869.6
329,ENSG00000273352.1
330,ENSG00000276317.1
331,ENSG00000268896.1
332,ENSG00000111725.10
333,ENSG00000174469.17
334,ENSG00000130540.13
335,ENSG00000267323.1
336,ENSG00000118004.17
337,ENSG00000276408.1
338,ENSG00000170571.11
339,ENSG00000101144.12
340,ENSG00000110046.12
341,ENSG00000235121.1
342,ENSG00000156049.6
343,ENSG00000256694.1
344,ENSG00000007908.15
345,ENSG00000234335.1
346,ENSG00000012817.15
347,ENSG00000196091.12
348,ENSG00000100219.16
349,ENSG00000172137.18
350,ENSG00000118640.10
351,ENSG00000212993.4
352,ENSG00000229927.2
353,ENSG00000006756.15
354,ENSG00000124614.13
355,ENSG00000131400.7
356,ENSG00000074416.13
357,ENSG00000188747.8
358,ENSG00000121207.11
359,ENSG00000084453.16
360,ENSG00000226816.2
361,ENSG00000187908.15
362,ENSG00000042062.11
363,ENSG00000180176.14
364,ENSG00000227008.2
365,ENSG00000239246.3
366,ENSG00000225886.3
367,ENSG00000128710.5
368,ENSG00000213780.10
369,ENSG00000274877.1
370,ENSG00000204983.12
371,ENSG00000101463.5
372,ENSG00000142937.11
373,ENSG00000122870.11
374,ENSG00000269190.5
375,ENSG00000061273.17
376,ENSG00000204370.8
377,ENSG00000099904.15
378,ENSG00000197520.10
379,ENSG00000261236.5
380,ENSG00000163364.9
